name,msg,time,link,length,expmsg
Валерий Мухин. Ведущий ВИФ-2.,Вам и карты в руки. Начинайте делать. Мы разместим все стоящие проекты.,2000-06-15 14:56:03,https://vif2ne.org/nvk/forum/archive/words/1254?text=,2.19K,"..."""
Валерий Мухин. Ведущий ВИФ-2.,о модерировании,2000-06-15 15:04:01,https://vif2ne.org/nvk/forum/archive/words/1313?text=,2.22K,">1. Модерирование без четкого и короткого Устава ВИФ-2 есть бред и вкусовщина.У нас то же есть о..."""
Novik,"Re: Mike, я especially for you",2000-06-15 15:15:17,https://vif2ne.org/nvk/forum/archive/words/1154?text=,1.98K,Приветствую.>Только вот все равно открываемое сообщение помещается в уже существующее окно. :(
Илья Григоренко,"Re: Кенигсберг? Как же, помню... три дня пушками долбили...",2000-06-15 15:25:56,https://vif2ne.org/nvk/forum/archive/words/2311?text=,10.15K,">Кстати, Илья, Вы будете таки в Берлине в неделю 9-13 июля? А то могли бы встретиться, показали бы мне места бо..."""
Alex Medvedev,Re: Кого не устраивает действующая палитра?,2000-06-15 15:26:47,https://vif2ne.org/nvk/forum/archive/words/1103?text=,2.26K,"А желтые буквы на черном фоне можно сделать опционально?..."""
Novik,Re: Ух...,2000-06-15 15:30:11,https://vif2ne.org/nvk/forum/archive/words/1104?text=,2.16K,"Приветствую.>А желтые буквы на черном фоне можно сделать опционально?Это как? В смысле, разве ет..."""
Alex Medvedev,Re: Ух...,2000-06-15 15:44:15,https://vif2ne.org/nvk/forum/archive/words/1105?text=,2.25K,">Приветствую.>>А желтые буквы на черном фоне можно сделать опционально?>Это как? В смысле, разве ето мо..."""
Alex Medvedev,предложение,2000-06-15 15:51:33,https://vif2ne.org/nvk/forum/archive/words/1158?text=,1.94K,"А можно ники пишущих распологать второй строчкой, а не в конце темы?..."""
Russian Arms,ОТЕЧЕСТВЕННЫЕ РАКЕТНЫЕ ТАНКИ - раздел на РВТ,2000-06-15 15:52:27,https://vif2ne.org/nvk/forum/archive/words/1095?text=,3.91K,"Ждем откликов и замечаний по поводу раздела ""Ракетные танки"" на сервере РОССИЙСКАЯ ВОЕННАЯ ТЕХНИКА.Сейчас Вы там можете найти:"
Novik,Re: Ух...,2000-06-15 15:55:37,https://vif2ne.org/nvk/forum/archive/words/1106?text=,2.22K,"Приветствую.>На самом деле это самая удобная расветка :) Проверено со времен когда еще виндов не было в пом..."""
Constantin,Re: Минные постановки,2000-06-15 15:57:13,https://vif2ne.org/nvk/forum/archive/words/1097?text=,2.38K,">Здравствуйте!>Не подскажет ли многоуважаемый All:>1. Что говорили флотские уставы в 1914-м и в 1941-м ..."""
Alex Lee,"Новик, сделай палитру ""Нортон командер"" - на синем фоне",2000-06-15 15:59:37,https://vif2ne.org/nvk/forum/archive/words/1127?text=,2.31K,"Alex Lee..."""
Novik,Re: Умаешься дерево скроллировать.,2000-06-15 16:04:16,https://vif2ne.org/nvk/forum/archive/words/1159?text=,1.93K,"Приветствую.>А можно ники пишущих распологать второй строчкой, а не в конце темы?И так фон заста..."""
Alex Medvedev,Re: Ух...,2000-06-15 16:06:42,https://vif2ne.org/nvk/forum/archive/words/1107?text=,2.04K,">>Кстати а в перекодировщике есть возможность перекодирования неправильно набранного текста, как в программе sn..."""
Олег...,2 Reinis перенос из сарого ВИФ-2,2000-06-15 16:14:27,https://vif2ne.org/nvk/forum/archive/words/1110?text=,2.45K,"Reinis: мeжду прoчeм втoрaя мирoвaя нaчaлaсь ужe в 1939 гoду, 1.сeнтября. Нe бeз учaстия СССР.Олег...: А вот это попрошу..."""
Олег...,"Да. Было бы полезно, когда начальство за спиной сидит :о)",2000-06-15 16:16:42,https://vif2ne.org/nvk/forum/archive/words/1128?text=,1.73K,"..."""
Banzay,Проверка,2000-06-15 16:22:04,https://vif2ne.org/nvk/forum/archive/words/1108?text=,1.69K,"> В копилке 92.jpg..."""
Novik,"Re: Дык, ты художник, вот и рисуй :) (-)",2000-06-15 16:23:29,https://vif2ne.org/nvk/forum/archive/words/1129?text=,1.96K,"Приветствую.>Alex Lee..."""
reinis,Pochti vse vinovny.,2000-06-15 16:27:33,https://vif2ne.org/nvk/forum/archive/words/1111?text=,2.86K,">Рeинис: мeжду прочeм вторaя мировaя нaчaлaсь ужe в 1939 году, 1.сeнтября. Нe бeз учaстия СССР.>Олег...: А ..."""
Novik,"Усем, кто жалуется на тормознутость форума, рекомендую посмотреть...",2000-06-15 16:32:50,https://vif2ne.org/nvk/forum/archive/words/1113?text=,1.89K,"https://vif2ne.org/nvk/forum/0/co/deleted.htm..."""
Тов.Рю,"Точно, этот явно побыстрее...",2000-06-15 16:45:25,https://vif2ne.org/nvk/forum/archive/words/1114?text=,1.70K,">  https://vif2ne.org/nvk/forum/0/co/deleted...."""
Lukin,Из ЧР выведены 9-ть полков,2000-06-15 16:55:46,https://vif2ne.org/nvk/forum/archive/words/1490?text=,3.57K,"9 полков из состава ОГВ на Северном Кавказе выполнили поставленные боевые задачи и выведены из Чечни в пункты постоянной дис..."""
Бродяга,Re: Из ЧР выведены 9-ть полков,2000-06-15 17:01:35,https://vif2ne.org/nvk/forum/archive/words/1491?text=,2.84K,"День добрый всем!>>Отвечая на вопрос, Валерий Манилов сказал, что 42-я гвардейская дивизия, которая буд..."""
Pout,Re: И  меня доста-али,2000-06-15 17:06:14,https://vif2ne.org/nvk/forum/archive/words/1119?text=,3.07K,">Как меня этот Гусь затрахал. Все новости гад сожрал. Все большие люди из-за этого отца родного сегодня всякой ..."""
Lukin,Re: Из ЧР выведены 9-ть полков,2000-06-15 17:23:18,https://vif2ne.org/nvk/forum/archive/words/1492?text=,1.95K,">День добрый всем!Здравствуйте!То, что ""боевые"" платить перестали ( по крайней мере МВД ) - ..."""
Pout,Re: Настоящих буйных мало - вот и нету вожаков (+),2000-06-15 17:29:43,https://vif2ne.org/nvk/forum/archive/words/1123?text=,2.32K,">Пока находится достаточно мазохистов, готовых смотреть НТВ.Некуда крестьянину податься. Дос..."""
Baд,Поход Кузнецова в Сред.море-бредовая статья в МН,2000-06-15 18:07:12,https://vif2ne.org/nvk/forum/archive/words/1156?text=,1.82K,"http://www.mn.ru/2000/23/112.html..."""
М.Старостин,А цветовая гамма чего такая отстойная ?,2000-06-15 18:07:47,https://vif2ne.org/nvk/forum/archive/words/1135?text=,2.58K,"Синим цветом на белом фоне что, плохо было ?Серый и грязно-зеленый на грязно желтом это круче, да ?..."""
Novik,Re: Help читай :(,2000-06-15 18:12:17,https://vif2ne.org/nvk/forum/archive/words/1136?text=,2.14K,"Приветствую.>Синим цветом на белом фоне что, плохо было ?>Серый и грязно-зе..."""
М.Старостин,"Да, кстати, вопрос Новику",2000-06-15 18:13:03,https://vif2ne.org/nvk/forum/archive/words/1142?text=,2.18K,"А когда можно будет ""мочить"" эстонский архив? Точнее, 38 эстонских архивов.Они еще нужны кому-то ?..."""
Максим Гераськин,"""Соображения""",2000-06-15 18:18:33,https://vif2ne.org/nvk/forum/archive/words/1139?text=,2.16K,"кстати, интересно, это слово уже перешло в исторический контекст, во как...Понимаю, что достают предложениями, но почему..."""
М.Старостин,"Нашел режим ""без картинок"" - все равно не нравитс",2000-06-15 18:19:00,https://vif2ne.org/nvk/forum/archive/words/1137?text=,1.95K,"В глазах рябит от жирного синего шрифта.Это что, для совсем тупых сделано? Или кто-то не понимает, что корневая ветк..."""
Novik,"Re: Видимо, никогда.",2000-06-15 18:22:24,https://vif2ne.org/nvk/forum/archive/words/1143?text=,2.11K,"Приветствую.>А когда можно будет ""мочить"" эстонский архив? Точнее, 38 эстонских архивов."
Чобиток Василий,HTML www.vif2.ru...,2000-06-15 18:25:07,https://vif2ne.org/nvk/forum/archive/words/1132?text=,1.95K,"Надо подправитьВместо: ..."""
Тов.Рю,"Да зачем? у меня нехорошее предчуствие, что придется туда возвращаться (+)",2000-06-15 18:30:06,https://vif2ne.org/nvk/forum/archive/words/1144?text=,1.98K,">Приветствую.>>А когда можно будет ""мочить"" эстонский архив? Точнее, 38 эстонских архивов.>>>Они ещ..."""
Чобиток Василий,"Фигня получилась, еще раз",2000-06-15 18:30:27,https://vif2ne.org/nvk/forum/archive/words/1133?text=,2.05K,"Надо подправитьВместо: body topmargin=0 leftmargin=0 Надо: body topmargin=0 leftmargin=0 marginheight=0 marginwidth=..."""
Чобиток Василий,"Так рисовать ничего не надо - цвета стандартные, остальное - HTML (-)",2000-06-15 18:42:44,https://vif2ne.org/nvk/forum/archive/words/1131?text=,1.83K,">Приветствую.>>Alex Lee..."""
Novik,Re: Бедняга Venik... Сильно ты его приложил...,2000-06-15 18:43:13,https://vif2ne.org/nvk/forum/archive/words/1138?text=,1.95K,"Приветствую.>В глазах рябит от жирного синего шрифта.>Это что, для совсем т..."""
Novik,Re: OK (-).,2000-06-15 18:45:38,https://vif2ne.org/nvk/forum/archive/words/1134?text=,1.55K,"..."""
Глеб,Вопрос о специфике Литвы и католической вере,2000-06-15 18:58:07,https://vif2ne.org/nvk/forum/archive/words/1401?text=,3.52K,"Никита правильно заметил насчёт большого количества самоубийств в Литве. Кстати оно пошло вниз с 1996-го года. Интересно, что ег..."""
Novik,Re: Ет вряд ли.,2000-06-15 18:59:08,https://vif2ne.org/nvk/forum/archive/words/1140?text=,1.77K,"Приветствую.>кстати, интересно, это слово уже перешло в исторический контекст, во как...1) с..."""
reinis,Re: Вопрос о специфике Литвы и католической вере,2000-06-15 19:03:17,https://vif2ne.org/nvk/forum/archive/words/1402?text=,2.85K,"Скорee рeзон строгиe кaтоличeскиe нрaвы и отсусвиe толeрaнтности. Сaм знaю, сaм отчaсти литовский кaтолик :)."
Сергей С.,тест (ничего нет),2000-06-15 19:14:56,https://vif2ne.org/nvk/forum/archive/words/1141?text=,1.76K,">Синим цветом на белом фоне что, плохо было ?>Серый и грязно-зеленый на грязно ..."""
Михаил Мухин,Приветствие,2000-06-15 19:28:13,https://vif2ne.org/nvk/forum/archive/words/1146?text=,1.96K,"Я, кажется, одолел процедуру регистрации. Валера, если это сообщение появилось в Форуме, моё письмо предлагаю считать не имевшим..."""
Александр Иванов,Зря мы французскую суку освободили в Чечне,2000-06-15 19:31:50,https://vif2ne.org/nvk/forum/archive/words/1178?text=,4.44K,"Перепечатал близко к тексту из ""КП""Освобожденный российскими спецслужбами из чеченских застенков французский фотограф Бр..."""
ARTHURM,Т н Стокгольмский синдром.,2000-06-15 19:38:17,https://vif2ne.org/nvk/forum/archive/words/1179?text=,2.71K,"""...в какой-то момент,конечно я им симпатизировал""*************Типичное проявление.С уважением ARTHURM..."""
Максим Гераськин,Присоединяюсь. Дизайн качественный(-),2000-06-15 19:43:27,https://vif2ne.org/nvk/forum/archive/words/1147?text=,1.68K,"-..."""
Дервиш,Ха как мне тут нравится то! (Классно сроблено!)(-),2000-06-15 19:50:55,https://vif2ne.org/nvk/forum/archive/words/1148?text=,1.69K,"..."""
Александр Иванов,"В 2-х словах,что такое Стокгольмский синдром?",2000-06-15 19:51:10,https://vif2ne.org/nvk/forum/archive/words/1180?text=,2.48K,"С уважением..."""
Novik,Re: Описанная ситуация.,2000-06-15 19:57:53,https://vif2ne.org/nvk/forum/archive/words/1181?text=,1.92K,"Приветствую.Т.е. когда у жертвы в определенный момент возникает симпатия к насильнику. Доходило до того, что заложники по со..."""
Александр Иванов,Спасибо(0),2000-06-15 19:59:47,https://vif2ne.org/nvk/forum/archive/words/1182?text=,1.82K,">Приветствую.>Т.е. когда у жертвы в определенный момент возникает симпатия к насильнику. Доходило до того, ..."""
СОР,Я в копилке картину поставил...,2000-06-15 20:03:19,https://vif2ne.org/nvk/forum/archive/words/1161?text=,2.05K,"Название voina_otdih.jpgКто нибудь знает кто автор и солдаты чей страны?..."""
Constantin,Re: Я в копилке картину поставил...,2000-06-15 20:11:36,https://vif2ne.org/nvk/forum/archive/words/1162?text=,1.84K,">Название voina_otdih.jpg>Кто нибудь знает кто автор и солдаты чей страны?<..."""
Михаил Денисов,Re: Я в копилке картину поставил...,2000-06-15 20:22:08,https://vif2ne.org/nvk/forum/archive/words/1163?text=,1.98K,"Добрый день.>Название voina_otdih.jpg>Кто нибудь знает кто автор и солдаты ..."""
Mike,"Re: Mike, я especially for you",2000-06-15 20:47:23,https://vif2ne.org/nvk/forum/archive/words/1155?text=,2.00K,">Приветствую.>>Только вот все равно открываемое сообщение помещается в уже существующее окно. :(>>Р..."""
ARTHURM,Впервые встретились с ним,2000-06-15 21:39:40,https://vif2ne.org/nvk/forum/archive/words/1183?text=,2.82K,"...в Стокгольме, когда освободили группу заложников с приминением не самых галантных мер к бандитам. Заложники начали возмущатьс..."""
Михаил Лукин,"Есть, к сожалению, и обратные примеры...",2000-06-15 22:07:58,https://vif2ne.org/nvk/forum/archive/words/1184?text=,2.54K,">Как правило проходит после первого убитого заложника (был случай угона самолета - долго сидели, угонщики с бан..."""
Олег К,не правильный выбор факторов влияния...,2000-06-15 22:40:39,https://vif2ne.org/nvk/forum/archive/words/1403?text=,2.55K,">Скорee рeзон строгиe кaтоличeскиe нрaвы и отсусвиe толeрaнтности.Это все вряд ли, обычное влиян..."""
Venik,Re: Поход Кузнецова в Сред.море-бредовая статья в МН,2000-06-15 22:40:51,https://vif2ne.org/nvk/forum/archive/words/1157?text=,2.00K,"Ну, от МН другого ожидать и не следует. Я эту газетенку перестал читать после опуса по презентации МиГ 1.44.А что касает..."""
Siberiаn,"Козел вонючий, надо было оставить его гнить в зиндане...(-)",2000-06-15 22:47:04,https://vif2ne.org/nvk/forum/archive/words/1186?text=,1.66K,"..."""
Siberiаn,умоляю - объясните мне что это за цитата про Кенигсберг - откуда она?))) (-),2000-06-15 22:50:43,https://vif2ne.org/nvk/forum/archive/words/2312?text=,1.84K,"..."""
Alex Medvedev,Так и так скролировать приходитс,2000-06-15 23:17:04,https://vif2ne.org/nvk/forum/archive/words/1160?text=,1.82K,">Приветствую.>>А можно ники пишущих распологать второй строчкой, а не в конце темы?А вот скр..."""
Alex Medvedev,Re: Из ЧР выведены 9-ть полков,2000-06-15 23:20:13,https://vif2ne.org/nvk/forum/archive/words/1494?text=,1.71K,"276 еще не приехал домой. Кстати выплаты идут хотя и задерживают сильно...."""
Stalker,"Я же Вам указал - бр. Стругацкие, ""Град Обреченный"" :)",2000-06-15 23:56:28,https://vif2ne.org/nvk/forum/archive/words/2313?text=,1.75K,"..."""
СОР,Спасибо!,2000-06-16 00:29:31,https://vif2ne.org/nvk/forum/archive/words/1164?text=,1.63K,">Название voina_otdih.jpg>Кто нибудь знает кто автор и солдаты чей страны?<..."""
Следопыт,"Я не великий дизайнер, но...",2000-06-16 00:32:51,https://vif2ne.org/nvk/forum/archive/words/1166?text=,2.19K,"Hi ALL и особенно Новик!Все таки что то не так в форуме (всмысле цветов) из всех предлагаемых палитр ни в одной сообщени..."""
Следопыт,"Вопрос про ""Партийный значек для близоруких""",2000-06-16 00:40:31,https://vif2ne.org/nvk/forum/archive/words/1232?text=,2.23K,"Hi ALLПопалась такая цитата:""... Даже на мундирах ""Германский крест"" мы уже называли ""партийным значком для близорук..."""
Nikita,Re: Вопрос о специфике Литвы и католической вере,2000-06-16 01:20:10,https://vif2ne.org/nvk/forum/archive/words/1409?text=,2.27K,"Аборты да, папа римский запрещает, а разве самоубийства он разрешает?Привeтствую и всeх с новосeльeм!Вот eтого в..."""
М.Старостин,"ВО-ВО, И Я О ТОМ ЖЕ !!!",2000-06-16 01:56:43,https://vif2ne.org/nvk/forum/archive/words/1167?text=,1.89K,"Новик, сделай одну из палитр, чтобы была как на старом форуме, и без жирных заголовков ! Я, кстати, редирект поставил, т..."""
Игорь Куртуков,Лафа кончилась...,2000-06-16 01:58:44,https://vif2ne.org/nvk/forum/archive/words/1227?text=,2.14K,"Старостин редирект поставил......"""
Рядовой-К,БМП-2,2000-06-16 02:32:11,https://vif2ne.org/nvk/forum/archive/words/1165?text=,2.24K,"На 9-е мая, в Днепропетровске, в парке, выставляли бронетехнику...Внимание моё привлекла накладная броня на лобовой части ба..."""
Рядовой-К,Нет ли у кого ссылок или материалов по современным камуфляжам? (-),2000-06-16 02:33:31,https://vif2ne.org/nvk/forum/archive/words/1174?text=,2.12K,"--..."""
Валерий Мухин. Ведущий ВИФ-2.,Так творится история! (-),2000-06-16 03:51:02,https://vif2ne.org/nvk/forum/archive/words/1168?text=,1.67K,"..."""
СОР,Re: Нет ли у кого ссылок или материалов по современным камуфляжам? (-),2000-06-16 04:29:43,https://vif2ne.org/nvk/forum/archive/words/1175?text=,2.15K,"Фирмы производящие или торгующие одеждой и снаряжениемwww.splav.ruh..."""
СОР,Американская САУ 155-мм,2000-06-16 04:55:24,https://vif2ne.org/nvk/forum/archive/words/1626?text=,2.90K,"Sep-Oct 99 Cover: The Crusader system is m..."""
Глеб Бараев,Как бы не так!,2000-06-16 05:26:46,https://vif2ne.org/nvk/forum/archive/words/1228?text=,1.92K,"Привет!Путь на старый форум имеетсяС уважением, Глеб Бараев..."""
Владимир Старостин,Банзаю о немецких УРах,2000-06-16 05:37:53,https://vif2ne.org/nvk/forum/archive/words/1169?text=,1.96K,"День добрыйЯ написал в старом ВИФ-2 цитату о немецких УРах в Вост. Пруссии - но через пару часов оказалось что тот форум..."""
landman,Re: о модерировании,2000-06-16 05:40:33,https://vif2ne.org/nvk/forum/archive/words/1314?text=,2.29K,Доброго всем времени суток>>1. Модерирование без четкого и короткого Устава ВИФ-2 есть бред и вкусовщина.
landman,Re: Не надо тока цветовых схем MSIE! Please!,2000-06-16 05:51:39,https://vif2ne.org/nvk/forum/archive/words/1306?text=,2.24K,"Доброго всем времени суток>И вообще никаких дизайнерских, математических и технологических решений Билла Ге..."""
СОР,Это что на наш танк  падает?,2000-06-16 05:57:50,https://vif2ne.org/nvk/forum/archive/words/1198?text=,2.07K,"..."""
СОР,Картинка взята с ...,2000-06-16 06:08:14,https://vif2ne.org/nvk/forum/archive/words/1199?text=,1.85K,"Сайта ARMOR  Magazinehttp://knox-www.army.mil/dtd..."""
Владимир Несамарский,"Жаль, облом. И Siberian (+)",2000-06-16 06:16:48,https://vif2ne.org/nvk/forum/archive/words/2314?text=,9.73K,"Жаль. Я только 9 в полдень прилечу, а с 7 часов мероприятия. Так что облом.А к Валере (Siberian) я хожу призвать - читай..."""
Коля-Анархи,А как?,2000-06-16 06:34:23,https://vif2ne.org/nvk/forum/archive/words/1229?text=,1.88K,">Привет!Привет!>Путь на старый форум имеетсяОткрой тайну Золотого кл..."""
Игорь Куртуков,Глебу Бараеву о 11-16 гв.вдд,2000-06-16 07:09:13,https://vif2ne.org/nvk/forum/archive/words/1170?text=,1.88K,"Все-таки они не были ""сформированы вновь"", а формировали их из тех 20-ти гв.вдбр, что имелись в наличии. Одной из таких бригад к..."""
Х-55,"Насчет рекомендаций - это не тогда, когда террористы -  чечены",2000-06-16 07:46:59,https://vif2ne.org/nvk/forum/archive/words/1185?text=,2.09K,">Кстати рекомендации потенциальным заложникам которые я встречал тоже ориентируют на как бы обратный эффект Сто..."""
Venik,Тов. Новику: вопрос с иллюстрацией.,2000-06-16 08:03:09,https://vif2ne.org/nvk/forum/archive/words/1189?text=,2.82K,"Будь проклят тот час когда я залез я в настройки форума и поменял цвет новых сообщений на красный. И выдает мне форум теперь соо..."""
Коля-Анархи,Банзаю - про немецкие Уры в Вост. Пруссии. Перенесу из ВИФ-2.,2000-06-16 08:03:15,https://vif2ne.org/nvk/forum/archive/words/1171?text=,3.06K,"Привет!ЦитируюОтправил Владимир Старостин 16 июня 2000 года в 00:46 >В пятых – мне практиче..."""
Venik,И еще один вопрос...,2000-06-16 08:11:48,https://vif2ne.org/nvk/forum/archive/words/1190?text=,2.39K,"Вот такое вижу на заглавной странице КЛИНа когда мышу подвожу к кнопкам. Такая проблема у кого-то еще есть?Venik..."""
Владимир Несамарский,У меня (+),2000-06-16 08:30:16,https://vif2ne.org/nvk/forum/archive/words/1191?text=,2.30K,"такое есть, но только, когда я выхожу с работы (на работе у меня Макинтош) и при зтом из Netscape. Из Explorer нормально. Предва..."""
Игорь К.,Re: Вопрос о специфике Литвы и католической вере,2000-06-16 08:43:28,https://vif2ne.org/nvk/forum/archive/words/1410?text=,1.97K,">Аборты да, папа римский запрещает, а разве самоубийства он разрешает?Для христианина самоубийст..."""
Venik,Вопрос не в тему: о руссификации Виндов,2000-06-16 08:44:59,https://vif2ne.org/nvk/forum/archive/words/1298?text=,2.15K,"Может кто подсказать программку которая могла-бы автоматически и полностью руссифицировать американскую версию Виндов 98? Я русс..."""
Дмитрий Шумаков,Копперхэд какой-нибудь,2000-06-16 08:53:23,https://vif2ne.org/nvk/forum/archive/words/1200?text=,1.70K,"Или что-то типа того, управляемого.С уважением,Дмитрий..."""
Х-55,"Форумов стало так много, что всюду редиректы не натыкаешь (:-)))))))",2000-06-16 08:54:14,https://vif2ne.org/nvk/forum/archive/words/1231?text=,2.18K,"Вот несколько ВИФов-2 для кучи:Совсем старый:http://www.referent.ru:..."""
tevolga,Восточные батальоны,2000-06-16 09:31:06,https://vif2ne.org/nvk/forum/archive/words/1360?text=,3.51K,"Так как рано или поздно но переехать придется, то продублирую здесь свое послание на старый форум.Немцы формировали ..."""
tevolga,Восточные батальоны,2000-06-16 09:32:55,https://vif2ne.org/nvk/forum/archive/words/1172?text=,2.16K,"Еще раз продублирую..Немцы формировали ""восточные батальоны"" с конца 41. Не может ли кто пояснить по какому штату происх..."""
Х-55,Новик РУЛЕЗ ФОРЕВА !!!!,2000-06-16 09:35:16,https://vif2ne.org/nvk/forum/archive/words/1173?text=,1.69K,"Все КРУТО!!!С уважением. Х-55...."""
Norman,Re: Восточные батальоны,2000-06-16 09:36:53,https://vif2ne.org/nvk/forum/archive/words/1361?text=,3.13K,"Pvyvit!>Русские части вермахта, как правило, были одеты в советскую форму с немецкими знаками различия,..."""
tevolga,Re: Восточные батальоны,2000-06-16 09:44:26,https://vif2ne.org/nvk/forum/archive/words/1362?text=,2.35K,">Pvyvit!>>Русские части вермахта, как правило, были одеты в советскую форму с н..."""
Anton,А как это сделать?,2000-06-16 09:53:21,https://vif2ne.org/nvk/forum/archive/words/1255?text=,1.93K,"УважаемыйА как это сделать? Я бы поучаствовалС уважением..."""
М.Старостин,Re: У меня (+),2000-06-16 10:07:43,https://vif2ne.org/nvk/forum/archive/words/1192?text=,2.05K,"Предварительный вывод - дело в Вашей нерусской ОС прежде всего. вы ее как-то недорусифицировали (либо сами Винды, либо браузер)...."""
М.Старостин,Re: Зря мы французскую суку освободили в Чечне,2000-06-16 10:20:52,https://vif2ne.org/nvk/forum/archive/words/1187?text=,2.30K,"А я ничуть не удивлен, я даже сказать хотел, что вот мол, ждите, сейчас он приедет во Францию и начнет Россию грязью поливать. И..."""
Чобиток Василий,НОВЫЙ САЙТ!,2000-06-16 10:23:16,https://vif2ne.org/nvk/forum/archive/words/1217?text=,3.60K,"Открывается новый раздел Броне-Сайта, который называется ""Анатомия армии"". В разделе представлены авторские материалы"
Banzay,Исаеву о КШУ-2 от КЭПа,2000-06-16 10:33:59,https://vif2ne.org/nvk/forum/archive/words/1495?text=,3.50K,"> Ну, блин, вы даете! Вы хоть сами читаете, что мне отсылаете? Во-первых, вы уже закатили истерику н..."""
Banzay,Re: Нет ли у кого ссылок или материалов по современным камуфляжам? (-),2000-06-16 10:39:15,https://vif2ne.org/nvk/forum/archive/words/1176?text=,1.80K,"> www.npo-sm.ru..."""
Дервиш,Вопрос о штатной численности дивизий Вермахта и РККА.,2000-06-16 10:40:32,https://vif2ne.org/nvk/forum/archive/words/1234?text=,2.23K,"Интересно сколько по щтату человек в штате стрелковой дивизии РККА на 44г и аналогично Вермахт и аналогично дивизия СС?..."""
Валерий Мухин. Ведущий ВИФ-2.,"Просьба к Новику и Кливеру, заткнуть дырки на лишние форумы.",2000-06-16 11:13:24,https://vif2ne.org/nvk/forum/archive/words/1195?text=,2.12K,Совсем старый:http://www.referent.ru:2002Старо-новый:
Исаев Алексей,Re: Исаеву о КШУ-2 от КЭПа,2000-06-16 11:19:53,https://vif2ne.org/nvk/forum/archive/words/1496?text=,4.80K,">Во-первых, вы уже закатили истерику насчет формирования на базе 100-й и 101-й танковых бригад истерику;"
Гле,Re: Вопрос о специфике Литвы и католической вере,2000-06-16 11:22:12,https://vif2ne.org/nvk/forum/archive/words/1407?text=,2.18K,">Скорee рeзон строгиe кaтоличeскиe нрaвы и отсусвиe толeрaнтности. Сaм знaю, сaм отчaсти литовский кaтолик :).<..."""
Novik,Re: Неприятность в default regional settings,2000-06-16 11:29:12,https://vif2ne.org/nvk/forum/archive/words/1194?text=,1.74K,"Приветствую.И в том, что я не знаю, как в етой всплывающей приблуде определить чарсет. Буду читать пейджер и думать...."""
Гле,Да нет,2000-06-16 11:39:12,https://vif2ne.org/nvk/forum/archive/words/1404?text=,2.28K,">Это все вряд ли, обычное влияние западной цивилизации, на одни группы она действует по одному на другие по..."""
Валерий Мухин. Ведущий ВИФ-2.,? к Новику.,2000-06-16 11:50:56,https://vif2ne.org/nvk/forum/archive/words/1270?text=,2.29K,"Хотел ответить по оригинальному адресу, но не смог:http://vi..."""
Дмитрий Болтенков,Михаилу Мухину--с последнего форума--перенос!,2000-06-16 11:52:44,https://vif2ne.org/nvk/forum/archive/words/1443?text=,4.66K,"Добрый, Михаил!Вы знаете, я просто не знаю как вам ответить....я не знаю как аргументировать реальные исторические факты, чт..."""
Читатель,А где тут линкохранилище?,2000-06-16 11:54:20,https://vif2ne.org/nvk/forum/archive/words/1212?text=,2.61K,"Здравия желаю. На старом Форуме была такая удобная фенечка как линкалово ресурсов участников форума и др. сочуствующих. ..."""
Александр Серебряков,Re: Вопрос о специфике Литвы и католической вере,2000-06-16 11:56:07,https://vif2ne.org/nvk/forum/archive/words/1411?text=,2.37K,"Католическая вера достаточно материальная. Мне порой кажется что в костел идит не богу молится, а показать свои новые наряды. По..."""
Валерий Мухин. Ведущий ВИФ-2.,Re: А где тут линкохранилище?,2000-06-16 11:56:38,https://vif2ne.org/nvk/forum/archive/words/1213?text=,1.78K,"Ан, нет пока.Начни делать мы вставим на титульную страницу...."""
Novik,Re: Будет со стартовой страницы,2000-06-16 11:57:52,https://vif2ne.org/nvk/forum/archive/words/1214?text=,1.82K,"Приветствую.Кнопочка там уже есть. А вот содержимого пока нету :) ..."""
Валерий Мухин. Ведущий ВИФ-2.,Попытка прочитать. Круто! Это по-каковски?,2000-06-16 11:59:46,https://vif2ne.org/nvk/forum/archive/words/1364?text=,2.47K,"Нe зaвжды - ти чaстыны РОA яки булы дыслоковaни нa Зaходи вжывaлы сыниу фрaнзыськы униформы, склaды якои нимтси зaхопылы.  Доклa..."""
reinis,A pochemu,2000-06-16 12:00:26,https://vif2ne.org/nvk/forum/archive/words/1222?text=,2.26K,я нe могу стaрий форум прочeст????? Taм интeрeснийe постинги остaлись a мeня рeдирeктируют aвтомaтом. Eто скaжeм тaк sux 
Читатель,Re: Будет со стартовой страницы,2000-06-16 12:04:07,https://vif2ne.org/nvk/forum/archive/words/1215?text=,2.00K,"Может лучше ещё и здесь, наверху кнопочку сделать? Ведь тут нету прямой ссылки на титульную страницу...Раньше как удобно..."""
Novik,Re: Ты из встроенной формы ответа отвечал?,2000-06-16 12:10:32,https://vif2ne.org/nvk/forum/archive/words/1271?text=,2.21K,"Приветствую.>Хотел ответить по оригинальному адресу, но не смог:>  "
Валерий Мухин. Ведущий ВИФ-2.,Вопрос Новику и Старостину.,2000-06-16 12:10:42,https://vif2ne.org/nvk/forum/archive/words/1223?text=,2.22K,"Наверное, надо оформить ссылку на архивы старого интерфейса ВИФ-2 с титульной страницы.Нужно ли освобождать место на сер..."""
